465	1:0 2:4 3:2 4:3 5:1	swap figure 1 for figure 5	1:1 2:4 3:2 4:3 5:0
466	1:4 2:2 3:1 4:0 5:3	remove object 1	1:2 2:1 3:0 4:3
467	1:4 2:0 3:1 4:3 5:2	swap object 2 with object 5	1:4 2:2 3:1 4:3 5:0
468	1:4 2:2 3:1 4:0 5:3	remove the third figure	1:4 2:2 3:0 4:3
469	1:2 2:1 3:3 4:4 5:0	starting from the left, swap the first and last one	1:0 2:1 3:3 4:4 5:2
470	1:2 2:3 3:0 4:1 5:4	delete the last figure	1:2 2:3 3:0 4:1
471	1:2 2:3 3:0 4:1 5:4	swap the 1st and 3rd items	1:0 2:3 3:2 4:1 5:4
472	1:1 2:4 3:3 4:2 5:0	swap the 3rd and 4th figure	1:1 2:4 3:2 4:3 5:0
474	1:4 2:2 3:3 4:0 5:1	remove the fourth figure	1:4 2:2 3:3 4:1
476	1:3 2:2 3:0 4:4 5:1	switch 3rd and 1st figures	1:0 2:2 3:3 4:4 5:1
477	1:4 2:2 3:3 4:1 5:0	delete the second figure	1:4 2:3 3:1 4:0
478	1:0 2:3 3:1 4:2 5:4	swap the third and the rightmost figures	1:0 2:3 3:4 4:2 5:1
479	1:4 2:0 3:1 4:3 5:2	remove the second figure and save it	1:4 2:1 3:3 4:2
481	1:4 2:3 3:2 4:1 5:0	swap figure 2 and figure 3	1:4 2:2 3:3 4:1 5:0
482	1:4 2:1 3:3 4:0 5:2	swap the position of the third object with the second one	1:4 2:3 3:1 4:0 5:2
483	1:3 2:1 3:0 4:2 5:4	swap the two leftmost images	1:1 2:3 3:0 4:2 5:4
484	1:2 2:1 3:0 4:3 5:4	swap the 3rd and 5th items	1:2 2:1 3:4 4:3 5:0
485	1:0 2:1 3:2 4:3 5:4	delete the last figure	1:0 2:1 3:2 4:3
486	1:3 2:1 3:0 4:2 5:4	starting from the left, swap the 2nd and last figure	1:3 2:4 3:0 4:2 5:1
487	1:4 2:2 3:0 4:3 5:1	swap the second figure and the rightmost figure	1:4 2:1 3:0 4:3 5:2
488	1:2 2:1 3:4 4:0 5:3	swap the first and last objects	1:3 2:1 3:4 4:0 5:2
489	1:1 2:3 3:4 4:0 5:2	swap third and last ones	1:1 2:3 3:2 4:0 5:4
490	1:0 2:2 3:3 4:4 5:1	remove 1st figure	1:2 2:3 3:4 4:1
492	1:1 2:0 3:4 4:2 5:3	swap the 3rd and 5th items	1:1 2:0 3:3 4:2 5:4
493	1:3 2:1 3:4 4:0 5:2	remove object 5	1:3 2:1 3:4 4:0
494	1:0 2:1 3:4 4:2 5:3	swap the 3rd and last figures	1:0 2:1 3:3 4:2 5:4
495	1:3 2:4 3:0 4:1 5:2	delete 3rd figure	1:3 2:4 3:1 4:2
496	1:2 2:0 3:4 4:3 5:1	remove the 1st item	1:0 2:4 3:3 4:1
497	1:3 2:1 3:0 4:2 5:4	delete the 1st image	1:1 2:0 3:2 4:4
498	1:3 2:2 3:1 4:0 5:4	delete the third figure	1:3 2:2 3:0 4:4
499	1:3 2:1 3:0 4:4 5:2	swap the 1st and 4th figures	1:4 2:1 3:0 4:3 5:2
500	1:0 2:3 3:4 4:2 5:1	delete the 1st figure	1:3 2:4 3:2 4:1
501	1:0 2:1 3:2 4:4 5:3	swap the second one with the last one	1:0 2:3 3:2 4:4 5:1
502	1:1 2:3 3:2 4:0 5:4	starting from the left, swap the 1st and last one	1:4 2:3 3:2 4:0 5:1
503	1:3 2:0 3:4 4:1 5:2	delete the second image	1:3 2:4 3:1 4:2
504	1:1 2:2 3:4 4:0 5:3	remove third figure	1:1 2:2 3:0 4:3
505	1:0 2:4 3:3 4:2 5:1	remove the fourth figure	1:0 2:4 3:3 4:1
506	1:4 2:0 3:3 4:1 5:2	delete the 2nd figure	1:4 2:3 3:1 4:2
508	1:0 2:1 3:4 4:2 5:3	switch the items in the 2nd and 4th position	1:0 2:2 3:4 4:1 5:3
509	1:1 2:2 3:4 4:0 5:3	remove the 4th item	1:1 2:2 3:4 4:3
510	1:0 2:4 3:2 4:3 5:1	remove last figure	1:0 2:4 3:2 4:3
511	1:2 2:3 3:4 4:1 5:0	swap the last two figures	1:2 2:3 3:4 4:0 5:1
512	1:3 2:1 3:2 4:4 5:0	delete the 4th figure	1:3 2:1 3:2 4:0
513	1:2 2:1 3:4 4:0 5:3	swap the 3rd and 4th items	1:2 2:1 3:0 4:4 5:3
516	1:1 2:3 3:2 4:0 5:4	swap the 4th and 5th items	1:1 2:3 3:2 4:4 5:0
517	1:0 2:3 3:1 4:2 5:4	remove first figure	1:3 2:1 3:2 4:4
518	1:2 2:4 3:1 4:3 5:0	remove the 4th item	1:2 2:4 3:1 4:0
520	1:0 2:2 3:1 4:3 5:4	have the item in the 1st position switch places with the 4th	1:0 2:4 3:1 4:3 5:2
521	1:4 2:3 3:1 4:0 5:2	swap the third and fourth figures	1:4 2:3 3:0 4:1 5:2
522	1:0 2:3 3:4 4:2 5:1	delete the figure one behind the one in front	1:0 2:4 3:2 4:1
523	1:1 2:0 3:3 4:2 5:4	remove the second one	1:1 2:3 3:2 4:4
524	1:1 2:0 3:3 4:4 5:2	delete the fourth figure	1:1 2:3 3:4 4:2
526	1:2 2:1 3:3 4:0 5:4	remove the fourth object	1:2 2:1 3:3 4:4
527	1:2 2:3 3:0 4:4 5:1	remove the last figure	1:2 2:3 3:0 4:4
528	1:1 2:3 3:2 4:0 5:4	delete the first figure	1:3 2:2 3:0 4:4
529	1:1 2:4 3:3 4:0 5:2	take away the item that is in the 1st position	1:1 2:4 3:3 4:0
530	1:2 2:4 3:3 4:0 5:1	swap the second and third figures	1:2 2:3 3:4 4:0 5:1
532	1:3 2:1 3:4 4:0 5:2	delete the first figure	1:1 2:4 3:0 4:2
534	1:1 2:0 3:2 4:4 5:3	switch first and third figures	1:1 2:0 3:3 4:4 5:2
535	1:3 2:1 3:4 4:2 5:0	delete the 2nd figure	1:3 2:4 3:2 4:0
536	1:3 2:0 3:2 4:4 5:1	remove 1st figure	1:0 2:2 3:4 4:1
538	1:1 2:3 3:4 4:2 5:0	remove the first figure	1:3 2:4 3:2 4:0
539	1:0 2:1 3:3 4:2 5:4	swap 3rd and 4th objects	1:0 2:1 3:2 4:3 5:4
540	1:1 2:3 3:2 4:4 5:0	swap the second and third figures	1:1 2:2 3:3 4:4 5:0
542	1:2 2:3 3:1 4:4 5:0	starting from the left, delete the 4th one	1:2 2:3 3:1 4:0
544	1:3 2:2 3:4 4:0 5:1	delete the last picture	1:3 2:2 3:4 4:0
545	1:1 2:0 3:4 4:2 5:3	switch fourth and last figures	1:0 2:1 3:4 4:2 5:3
546	1:0 2:1 3:2 4:4 5:3	remove the last item	1:0 2:1 3:2 4:4
547	1:1 2:0 3:4 4:3 5:2	switch 2nd and 4th figures	1:1 2:3 3:4 4:0 5:2
549	1:4 2:2 3:0 4:3 5:1	delete the rightmost figure	1:4 2:2 3:0 4:3
550	1:3 2:2 3:1 4:4 5:0	swap the 1st and 4th figures	1:4 2:2 3:1 4:3 5:0
551	1:1 2:2 3:0 4:3 5:4	delete the figure in fourth	1:1 2:2 3:0 4:4
552	1:3 2:2 3:4 4:0 5:1	remove object 4	1:3 2:2 3:4 4:1
554	1:3 2:0 3:4 4:2 5:1	swap the last two figures	1:3 2:0 3:4 4:1 5:2
555	1:4 2:3 3:1 4:2 5:0	swap the 1st and last figures	1:0 2:3 3:1 4:2 5:4
556	1:4 2:2 3:0 4:1 5:3	swap the 3rd image and the 4th image	1:4 2:2 3:1 4:0 5:3
557	1:1 2:0 3:3 4:2 5:4	switch the first two	1:0 2:1 3:3 4:2 5:4
558	1:3 2:0 3:2 4:1 5:4	swap the first and third figures	1:2 2:0 3:3 4:1 5:4
560	1:4 2:2 3:1 4:0 5:3	swap the 2nd and last figures	1:4 2:3 3:1 4:0 5:2
561	1:0 2:1 3:4 4:3 5:2	delete the 4th figure	1:0 2:1 3:4 4:2
562	1:4 2:2 3:0 4:1 5:3	swap the first and third figures	1:0 2:2 3:4 4:1 5:3
563	1:0 2:2 3:1 4:4 5:3	swap the first one with the second one	1:2 2:0 3:1 4:4 5:3
564	1:1 2:4 3:2 4:0 5:3	switch the positions of the 2nd figure from the left with the middle one	1:1 2:2 3:4 4:0 5:3
565	1:1 2:2 3:3 4:0 5:4	the fourth item moves left one position	1:1 2:2 3:0 4:3 5:4
566	1:3 2:1 3:4 4:0 5:2	remove second figure	1:3 2:4 3:0 4:2
567	1:1 2:0 3:3 4:4 5:2	swap leftmost and rightmost figures	1:2 2:0 3:3 4:4 5:1
568	1:0 2:1 3:3 4:4 5:2	remove the fourth object	1:0 2:1 3:3 4:2
570	1:2 2:4 3:0 4:1 5:3	delete the first figure	1:4 2:0 3:1 4:3
571	1:2 2:1 3:3 4:0 5:4	remove 2nd figure	1:2 2:3 3:0 4:4
572	1:2 2:1 3:0 4:4 5:3	swap the 3rd and 5th figures	1:2 2:1 3:3 4:4 5:0
573	1:4 2:3 3:1 4:2 5:0	flip the last two objects	1:4 2:3 3:1 4:0 5:2
574	1:1 2:0 3:3 4:4 5:2	swap objects 1 and 3	1:3 2:0 3:1 4:4 5:2
576	1:0 2:4 3:2 4:3 5:1	remove fourth one	1:0 2:4 3:2 4:1
577	1:1 2:3 3:0 4:4 5:2	starting from the left, delete the middle one	1:1 2:3 3:4 4:2
578	1:2 2:0 3:4 4:3 5:1	take away the middle item	1:2 2:0 3:3 4:1
579	1:1 2:0 3:3 4:2 5:4	remove figure 1	1:0 2:3 3:2 4:4
580	1:3 2:1 3:2 4:4 5:0	swap objects 2 and 4	1:3 2:4 3:2 4:1 5:0
581	1:2 2:3 3:4 4:0 5:1	swap first and last objects	1:1 2:3 3:4 4:0 5:2
582	1:4 2:0 3:2 4:1 5:3	remove the middle figure	1:4 2:0 3:1 4:3
583	1:2 2:1 3:4 4:3 5:0	swap last 2 objects	1:2 2:1 3:4 4:0 5:3
584	1:0 2:2 3:4 4:3 5:1	swap the first and fourth objects	1:3 2:2 3:4 4:0 5:1
585	1:4 2:2 3:1 4:0 5:3	remove second figure	1:4 2:1 3:0 4:3
587	1:0 2:4 3:2 4:1 5:3	delete the 2nd image	1:0 2:2 3:1 4:3
588	1:4 2:0 3:2 4:3 5:1	swap center and rightmost figures	1:4 2:0 3:1 4:3 5:2
589	1:1 2:2 3:3 4:0 5:4	remove the second object	1:1 2:3 3:0 4:4
590	1:0 2:1 3:2 4:3 5:4	swap the 4th and last items	1:0 2:1 3:2 4:4 5:3
591	1:4 2:3 3:0 4:1 5:2	delete the first figure	1:3 2:0 3:1 4:2
592	1:1 2:0 3:4 4:3 5:2	remove the 3rd figure	1:1 2:0 3:3 4:2
593	1:1 2:2 3:0 4:3 5:4	swap the figure in the middle with the one to the left of it	1:1 2:0 3:2 4:3 5:4
595	1:0 2:3 3:1 4:2 5:4	remove the middle object	1:0 2:3 3:2 4:4
596	1:0 2:3 3:1 4:4 5:2	swap the items in the last two spots	1:0 2:3 3:1 4:2 5:4
598	1:0 2:2 3:1 4:3 5:4	swap the 2nd and 3rd items	1:0 2:1 3:2 4:3 5:4
599	1:4 2:2 3:1 4:0 5:3	swap the second and fourth figure	1:4 2:0 3:1 4:2 5:3
600	1:2 2:4 3:1 4:3 5:0	swap the third and fourth figures	1:2 2:4 3:3 4:1 5:0
601	1:0 2:3 3:2 4:1 5:4	swap the 2nd and 3rd figures	1:0 2:2 3:3 4:1 5:4
602	1:0 2:1 3:2 4:4 5:3	starting from the left, swap the 1st and last one	1:3 2:1 3:2 4:4 5:0
603	1:4 2:2 3:3 4:0 5:1	remove the second figure	1:4 2:3 3:0 4:1
604	1:1 2:2 3:0 4:3 5:4	swap the last two figures	1:1 2:2 3:0 4:4 5:3
605	1:1 2:0 3:2 4:3 5:4	switch 1st and 3rd figures	1:2 2:0 3:1 4:3 5:4
606	1:4 2:0 3:2 4:1 5:3	swap the items in second and fourth	1:4 2:1 3:2 4:0 5:3
607	1:0 2:4 3:3 4:2 5:1	remove the 2nd figure	1:0 2:3 3:2 4:1
608	1:1 2:0 3:3 4:4 5:2	remove forth object	1:1 2:0 3:3 4:2
609	1:3 2:4 3:0 4:1 5:2	switch 2nd and 5th figures	1:3 2:2 3:0 4:1 5:4
611	1:2 2:1 3:0 4:3 5:4	remove the 4th item	1:2 2:1 3:0 4:4
613	1:3 2:1 3:0 4:2 5:4	remove the fourth object from the left	1:3 2:1 3:0 4:4
615	1:4 2:1 3:0 4:3 5:2	swap the third and fourth figures	1:4 2:1 3:3 4:0 5:2
616	1:0 2:2 3:4 4:3 5:1	remove the third figure	1:0 2:2 3:3 4:1
618	1:0 2:1 3:2 4:4 5:3	delete picture 3	1:0 2:1 3:4 4:3
619	1:3 2:1 3:4 4:0 5:2	starting from the left, swap the 1st and last one	1:2 2:1 3:4 4:0 5:3
620	1:2 2:1 3:0 4:4 5:3	remove last one	1:2 2:1 3:0 4:4
621	1:4 2:0 3:1 4:2 5:3	swap the 4th and 5th items	1:4 2:0 3:1 4:3 5:2
622	1:4 2:3 3:2 4:0 5:1	swap object 3 with object 5	1:4 2:3 3:1 4:0 5:2
624	1:0 2:1 3:3 4:2 5:4	remove the object in the second position	1:0 2:3 3:2 4:4
626	1:3 2:1 3:0 4:2 5:4	swap the second and third figures	1:3 2:0 3:1 4:2 5:4
627	1:2 2:1 3:0 4:4 5:3	remove the second one	1:2 2:0 3:4 4:3
629	1:1 2:2 3:4 4:3 5:0	switch item two with item four	1:1 2:3 3:4 4:2 5:0
630	1:3 2:0 3:2 4:1 5:4	swap the third figure with the one to the left of it	1:3 2:2 3:0 4:1 5:4
631	1:1 2:0 3:4 4:3 5:2	delete the 4th picture	1:1 2:0 3:4 4:2
632	1:0 2:1 3:4 4:3 5:2	swap the second and middle items	1:0 2:4 3:1 4:3 5:2
633	1:2 2:1 3:4 4:3 5:0	remove the 3rd item	1:2 2:1 3:3 4:0
634	1:1 2:4 3:2 4:3 5:0	delete the fourth figure	1:1 2:4 3:2 4:0
635	1:2 2:1 3:4 4:0 5:3	delete the fourth object	1:2 2:1 3:4 4:3
636	1:3 2:2 3:1 4:0 5:4	swap the first and last figure	1:4 2:2 3:1 4:0 5:3
637	1:2 2:3 3:4 4:1 5:0	swap the 3rd figure and the 5th figure	1:2 2:3 3:0 4:1 5:4
638	1:1 2:0 3:4 4:2 5:3	swap the third and fourth figures	1:1 2:0 3:2 4:4 5:3
639	1:4 2:2 3:0 4:1 5:3	remove 4th object	1:4 2:2 3:0 4:3
640	1:3 2:2 3:0 4:1 5:4	delete the 3rd figure	1:3 2:2 3:1 4:4
641	1:0 2:2 3:3 4:4 5:1	swap the first two figures	1:2 2:0 3:3 4:4 5:1
642	1:3 2:1 3:4 4:0 5:2	remove the third figure	1:3 2:1 3:0 4:2
643	1:1 2:4 3:3 4:0 5:2	delete middle figure	1:1 2:4 3:0 4:2
644	1:4 2:1 3:2 4:3 5:0	swap objects 1 and 2	1:1 2:4 3:2 4:3 5:0
647	1:3 2:4 3:1 4:2 5:0	switch object 1 and 4	1:2 2:4 3:1 4:3 5:0
648	1:3 2:0 3:4 4:1 5:2	swap the first and third figure	1:4 2:0 3:3 4:1 5:2
650	1:1 2:3 3:4 4:0 5:2	remove the second figure	1:1 2:4 3:0 4:2
651	1:3 2:1 3:0 4:2 5:4	delete the first figure	1:1 2:0 3:2 4:4
652	1:2 2:1 3:0 4:3 5:4	switch the second and fourth figures	1:2 2:3 3:0 4:1 5:4
653	1:1 2:2 3:4 4:0 5:3	remove last object	1:1 2:2 3:4 4:0
655	1:1 2:3 3:0 4:2 5:4	remove the 1st figure	1:3 2:0 3:2 4:4
656	1:1 2:3 3:4 4:0 5:2	delete the first picture	1:3 2:4 3:0 4:2
657	1:1 2:4 3:0 4:3 5:2	move the 2nd figure to the 1st position	1:1 2:4 3:0 4:2 5:3
658	1:1 2:0 3:4 4:2 5:3	remove the second figure	1:1 2:4 3:2 4:3
659	1:4 2:2 3:0 4:1 5:3	switch object 1 and 2	1:2 2:4 3:0 4:1 5:3
660	1:3 2:1 3:4 4:2 5:0	delete the 2nd figure	1:3 2:4 3:2 4:0
661	1:2 2:1 3:3 4:4 5:0	remove the last figure	1:2 2:1 3:3 4:4
662	1:1 2:3 3:2 4:4 5:0	swap the second and third figures	1:1 2:2 3:3 4:4 5:0
663	1:1 2:4 3:2 4:0 5:3	remove the fourth figure	1:1 2:4 3:2 4:3
664	1:1 2:3 3:2 4:0 5:4	remove the third figure	1:1 2:3 3:0 4:4
666	1:0 2:1 3:4 4:2 5:3	delete the first figure	1:1 2:4 3:2 4:3
667	1:2 2:1 3:3 4:0 5:4	swap first and third objects	1:3 2:1 3:2 4:0 5:4
669	1:2 2:1 3:3 4:4 5:0	the figures in the first two spots switch	1:1 2:2 3:3 4:4 5:0
670	1:2 2:3 3:4 4:1 5:0	delete the 4th figure	1:2 2:3 3:4 4:0
671	1:2 2:4 3:0 4:1 5:3	remove figure 2	1:2 2:0 3:1 4:3
673	1:2 2:0 3:3 4:1 5:4	swap third and last image	1:2 2:0 3:1 4:3 5:4
674	1:3 2:1 3:0 4:4 5:2	delete the fourth figure	1:3 2:1 3:0 4:2
676	1:3 2:2 3:1 4:4 5:0	delete the 2nd figure	1:3 2:1 3:4 4:0
678	1:4 2:2 3:3 4:1 5:0	swap the 2nd figure and the 4th figure	1:4 2:1 3:3 4:2 5:0
680	1:2 2:3 3:0 4:1 5:4	swap the second figure and the third figure	1:2 2:0 3:3 4:1 5:4
681	1:1 2:0 3:2 4:4 5:3	delete 3rd figure	1:1 2:0 3:4 4:3
682	1:1 2:0 3:2 4:3 5:4	switch object 2 with 4	1:1 2:3 3:2 4:0 5:4
683	1:2 2:0 3:3 4:1 5:4	swap the first and third ones	1:3 2:0 3:2 4:1 5:4
684	1:2 2:1 3:4 4:0 5:3	swap the 1st and 4th figure	1:0 2:1 3:4 4:2 5:3
685	1:0 2:2 3:3 4:1 5:4	swap the second figure and the fourth figure	1:0 2:1 3:3 4:2 5:4
686	1:3 2:0 3:4 4:1 5:2	swap the leftmost and right most figures	1:2 2:0 3:4 4:1 5:3
687	1:2 2:0 3:1 4:3 5:4	remove the third figure	1:2 2:0 3:3 4:4
688	1:3 2:4 3:1 4:0 5:2	remove the 4th object	1:3 2:4 3:1 4:2
689	1:1 2:3 3:4 4:2 5:0	delete the rightmost figure	1:1 2:3 3:4 4:2
690	1:3 2:0 3:2 4:4 5:1	delete 5th figure	1:3 2:0 3:2 4:4
691	1:2 2:1 3:0 4:4 5:3	switch objects 2 and 3	1:2 2:0 3:1 4:4 5:3
692	1:4 2:1 3:3 4:2 5:0	swap the middle figure with the one to its right	1:4 2:1 3:2 4:3 5:0
693	1:4 2:3 3:2 4:0 5:1	remove last figure	1:4 2:3 3:2 4:0
694	1:1 2:4 3:3 4:2 5:0	move the third figure over	1:1 2:4 3:2 4:3 5:0
695	1:4 2:0 3:3 4:1 5:2	swap the first figure and the rightmost one	1:2 2:0 3:3 4:1 5:4
697	1:1 2:3 3:2 4:0 5:4	delete the fourth figure	1:1 2:3 3:2 4:4
698	1:4 2:1 3:2 4:0 5:3	remove the 3rd figure	1:4 2:1 3:0 4:3
699	1:0 2:3 3:2 4:4 5:1	switch object 1 and 3	1:2 2:3 3:0 4:4 5:1
700	1:3 2:0 3:1 4:2 5:4	swap the first and third figures	1:1 2:0 3:3 4:2 5:4
701	1:2 2:4 3:3 4:1 5:0	swap the first figure and the fourth figure	1:1 2:4 3:3 4:2 5:0
702	1:4 2:0 3:1 4:3 5:2	delete the 2nd figure	1:4 2:1 3:3 4:2
704	1:0 2:3 3:1 4:4 5:2	remove the 2nd figure	1:0 2:1 3:4 4:2
705	1:4 2:0 3:2 4:1 5:3	remove the fourth figure	1:4 2:2 3:1 4:3
707	1:4 2:0 3:1 4:3 5:2	swap the fourth and last figures	1:4 2:0 3:1 4:2 5:3
710	1:1 2:0 3:2 4:4 5:3	swap figures 3 and 4	1:1 2:0 3:4 4:2 5:3
711	1:0 2:2 3:3 4:4 5:1	switch the 2nd and last figures	1:0 2:1 3:3 4:4 5:2
712	1:4 2:0 3:1 4:2 5:3	swap the third and fifth figures	1:4 2:0 3:3 4:2 5:1
714	1:3 2:0 3:4 4:2 5:1	swap the third and fourth figures	1:3 2:0 3:2 4:4 5:1
715	1:2 2:1 3:3 4:4 5:0	remove the middle figure	1:2 2:1 3:4 4:0
716	1:0 2:2 3:1 4:4 5:3	remove the 2nd figure	1:0 2:1 3:4 4:3
717	1:3 2:4 3:0 4:1 5:2	remove the 1st item	1:4 2:0 3:1 4:2
718	1:1 2:0 3:2 4:4 5:3	switch 3rd and 5th figures	1:1 2:0 3:3 4:4 5:2
719	1:0 2:4 3:1 4:3 5:2	remove 1st figure	1:4 2:1 3:3 4:2
720	1:4 2:0 3:3 4:1 5:2	swap the position of the first object with the rightmost one	1:2 2:0 3:3 4:1 5:4
721	1:3 2:2 3:1 4:0 5:4	swap the 1st and 2nd figures	1:2 2:3 3:1 4:0 5:4
722	1:3 2:4 3:2 4:1 5:0	remove the 1st item	1:4 2:2 3:1 4:0
725	1:0 2:3 3:2 4:1 5:4	swap the 1st and 4th figures	1:1 2:3 3:2 4:0 5:4
726	1:0 2:1 3:2 4:4 5:3	remove the second figure	1:0 2:2 3:4 4:3
727	1:4 2:3 3:0 4:2 5:1	remove object 1	1:3 2:0 3:2 4:1
728	1:1 2:2 3:4 4:0 5:3	remove the last figure	1:1 2:2 3:4 4:0
729	1:2 2:3 3:4 4:1 5:0	switch the 2nd and 3rd figures	1:2 2:4 3:3 4:1 5:0
730	1:4 2:2 3:0 4:3 5:1	swap second and third images	1:4 2:0 3:2 4:3 5:1
732	1:3 2:2 3:4 4:1 5:0	delete the first figure	1:3 2:2 3:4 4:1
733	1:1 2:3 3:4 4:2 5:0	delete the 2nd figure	1:1 2:4 3:2 4:0
734	1:2 2:3 3:0 4:1 5:4	remove object 3	1:2 2:3 3:1 4:4
735	1:0 2:2 3:1 4:3 5:4	remove the third figure	1:0 2:2 3:3 4:4
736	1:3 2:1 3:4 4:0 5:2	remove the 2nd figure	1:3 2:4 3:0 4:2
737	1:3 2:2 3:4 4:0 5:1	swap the 3rd and 4th figure	1:3 2:2 3:0 4:4 5:1
739	1:1 2:4 3:2 4:0 5:3	swap the 1st and 2nd figures	1:4 2:1 3:2 4:0 5:3
740	1:1 2:0 3:2 4:4 5:3	swap the 3rd and 5th figures	1:1 2:0 3:3 4:4 5:2
741	1:3 2:0 3:2 4:4 5:1	remove object 2	1:3 2:2 3:4 4:1
742	1:0 2:1 3:3 4:2 5:4	remove the first figure	1:1 2:3 3:2 4:4
743	1:2 2:3 3:1 4:4 5:0	remove 4th figure	1:2 2:3 3:1 4:0
744	1:0 2:4 3:2 4:1 5:3	take away the 2nd object	1:0 2:4 3:2 4:3
745	1:2 2:1 3:0 4:3 5:4	swap the second and third figures	1:2 2:0 3:1 4:3 5:4
746	1:2 2:0 3:1 4:4 5:3	swap the 2nd and the 4th figures	1:2 2:4 3:1 4:0 5:3
747	1:3 2:2 3:4 4:1 5:0	swap the 1st and 2nd figure	1:3 2:2 3:4 4:0 5:1
748	1:1 2:3 3:0 4:2 5:4	delete the 2nd figure	1:1 2:0 3:2 4:4
749	1:4 2:2 3:3 4:0 5:1	switch first two figures	1:2 2:4 3:3 4:0 5:1
750	1:3 2:1 3:0 4:2 5:4	swap objects 2 and 3	1:3 2:0 3:1 4:2 5:4
751	1:1 2:0 3:4 4:3 5:2	swap the 3rd and 5th figures	1:1 2:0 3:2 4:3 5:4
752	1:0 2:4 3:2 4:3 5:1	remove object 5	1:0 2:4 3:2 4:3
753	1:1 2:3 3:2 4:4 5:0	remove the fourth figure	1:1 2:3 3:2 4:0
756	1:4 2:1 3:3 4:2 5:0	delete the 4th figure	1:4 2:1 3:3 4:0
757	1:4 2:0 3:2 4:1 5:3	delete the rightmost object	1:4 2:0 3:2 4:1
759	1:4 2:3 3:0 4:1 5:2	starting from the left, delete the middle one	1:4 2:3 3:1 4:2
760	1:0 2:4 3:2 4:3 5:1	switch the first and last figures	1:1 2:4 3:2 4:3 5:0
761	1:2 2:1 3:4 4:0 5:3	remove the last figure	1:2 2:1 3:4 4:0
762	1:4 2:3 3:1 4:2 5:0	swap the 1st and 2nd figures	1:3 2:4 3:1 4:2 5:0
763	1:0 2:4 3:3 4:1 5:2	swap the third and fourth ones	1:0 2:4 3:1 4:3 5:2
764	1:3 2:4 3:2 4:0 5:1	remove the middle object	1:3 2:4 3:0 4:1
765	1:3 2:1 3:4 4:2 5:0	remove the last item	1:3 2:1 3:4 4:2
766	1:4 2:1 3:3 4:2 5:0	switch the first and last figures	1:0 2:1 3:3 4:2 5:4
767	1:4 2:1 3:2 4:3 5:0	remove the rightmost figure	1:4 2:1 3:2 4:3
768	1:1 2:2 3:4 4:0 5:3	delete 2nd figure	1:1 2:4 3:0 4:3
770	1:1 2:2 3:0 4:4 5:3	swap first and fourth objects	1:4 2:2 3:0 4:1 5:3
772	1:1 2:0 3:3 4:4 5:2	remove object 1	1:0 2:3 3:4 4:2
773	1:1 2:0 3:2 4:3 5:4	swap the 1st and 4th figures	1:3 2:0 3:2 4:1 5:4
774	1:0 2:2 3:1 4:4 5:3	swap the position of the third figure with the rightmost one	1:0 2:2 3:3 4:4 5:1
