train-1112	1:__ 2:__ 3:__ 4:rr 5:__ 6:__ 7:__ 8:__ 9:oo 10:__	the person in red disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:oo 10:__	a person in green appears to the left of the person in orange	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:oo 10:g_	he takes the hat from orange	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:o_ 10:go	he gives the hat back	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:oo 10:g_	the person in orange moves to the far left	1:oo 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:g_
train-1113	1:__ 2:__ 3:__ 4:__ 5:yr 6:__ 7:oy 8:__ 9:__ 10:__	the person in yellow moves to the far left	1:yr 2:__ 3:__ 4:__ 5:__ 6:__ 7:oy 8:__ 9:__ 10:__	the person in orange disappears	1:yr 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the person in yellow moves one space to the right	1:__ 2:yr 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	then they move back	1:yr 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	then they move one space to the right again	1:__ 2:yr 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
train-1115	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:ro 8:__ 9:ob 10:__	the man in the blue hat moves to the far left	1:ob 2:__ 3:__ 4:__ 5:__ 6:__ 7:ro 8:__ 9:__ 10:__	then he moves right until he is directly to the left of the man in the orange hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:ob 7:ro 8:__ 9:__ 10:__	next, the man in the orange hat disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:ob 7:__ 8:__ 9:__ 10:__	then the man in the blue hat moves to the far left	1:ob 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	then he moves slightly to the right	1:__ 2:ob 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
train-1116	1:__ 2:__ 3:__ 4:bo 5:__ 6:__ 7:__ 8:bo 9:__ 10:__	the person on the left moves one space to the left	1:__ 2:__ 3:bo 4:__ 5:__ 6:__ 7:__ 8:bo 9:__ 10:__	the person on the right moves ones space to the right	1:__ 2:__ 3:bo 4:__ 5:__ 6:__ 7:__ 8:__ 9:bo 10:__	the person on the left moves one space to the right	1:__ 2:__ 3:__ 4:bo 5:__ 6:__ 7:__ 8:__ 9:bo 10:__	then he moves to the left of the person in blue	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:bo 9:bo 10:__	then a person in purple appears to the left of him	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:p_ 8:bo 9:bo 10:__
train-1117	1:__ 2:__ 3:__ 4:__ 5:op 6:__ 7:__ 8:__ 9:__ 10:po	the purple man moves to the left of the orange	1:__ 2:__ 3:__ 4:po 5:op 6:__ 7:__ 8:__ 9:__ 10:__	then the orange disappears	1:__ 2:__ 3:__ 4:po 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	a hatless orange man appears on the far left	1:o_ 2:__ 3:__ 4:po 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	he moves to the far right	1:__ 2:__ 3:__ 4:po 5:__ 6:__ 7:__ 8:__ 9:__ 10:o_	the purple man moves one spot to the left	1:__ 2:__ 3:po 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:o_
train-1119	1:__ 2:yo 3:__ 4:__ 5:__ 6:__ 7:po 8:__ 9:__ 10:__	the man in the yellow shirt and orange hat moves to the right end	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:po 8:__ 9:__ 10:yo	he then moves to the left of the man in the black shirt and orange hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:yo 7:po 8:__ 9:__ 10:__	he moves back	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:po 8:__ 9:__ 10:yo	a man in an orange shirt enters and stands to the right of the man in the black shirt and orange hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:po 8:o_ 9:__ 10:yo	the man in the yellow shirt and orange hat moves to the left end	1:yo 2:__ 3:__ 4:__ 5:__ 6:__ 7:po 8:o_ 9:__ 10:__
train-1120	1:__ 2:rg 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:oy 10:__	the man in green hat moves to the far left	1:rg 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:oy 10:__	next he moves right until he is directly to the left of the man in the yellow hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:rg 9:oy 10:__	then the man in yellow hat moves to the far right	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:rg 9:__ 10:oy	next the man in yellow hat moves to the far left	1:oy 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:rg 9:__ 10:__	then he moves right until he is directly to the left of the man in the green hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:oy 8:rg 9:__ 10:__
train-1121	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:ry 9:by 10:__	the guy in the red shirt disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:by 10:__	the blue shirt moves one spot left	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:by 9:__ 10:__	a guy in a yellow shirt appears on the far right	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:by 9:__ 10:y_	a guy in a green shirt appears just left of the blue shirt	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:g_ 8:by 9:__ 10:y_	then he moves one spot left	1:__ 2:__ 3:__ 4:__ 5:__ 6:g_ 7:__ 8:by 9:__ 10:y_
train-1122	1:__ 2:po 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:po	a person in a yellow shirt appears closely to the left of the first person wearing a purple shirt	1:y_ 2:po 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:po	the person in the purple shirt on the far right moves close to the person in the middle	1:y_ 2:po 3:po 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	a person with a red shirt appears closely to the right of the furthest person on the right	1:y_ 2:po 3:po 4:r_ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the person with a yellow shirt disappears	1:__ 2:po 3:po 4:r_ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	a person in an orange shirt appears to the farthest right of the scene	1:__ 2:po 3:po 4:r_ 5:__ 6:__ 7:__ 8:__ 9:__ 10:o_
train-1123	1:__ 2:__ 3:yp 4:__ 5:__ 6:__ 7:__ 8:yo 9:__ 10:__	the person in an orange hat moves one space to the left	1:__ 2:__ 3:yp 4:__ 5:__ 6:__ 7:yo 8:__ 9:__ 10:__	he does this again	1:__ 2:__ 3:yp 4:__ 5:__ 6:yo 7:__ 8:__ 9:__ 10:__	he then moves to the left of the person with the purple hat	1:__ 2:__ 3:yp 4:yo 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	he then moves to the far right	1:__ 2:__ 3:yp 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:yo	a person in orange appears on the far left	1:o_ 2:__ 3:yp 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:yo
train-1124	1:__ 2:rb 3:__ 4:__ 5:__ 6:__ 7:__ 8:gb 9:__ 10:__	the person wearing the red shirt and blue hat leaves the scene	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:gb 9:__ 10:__	a person in an orange shirt approaches on the right and stands next to the guy in the green shirt and blue hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:gb 9:o_ 10:__	he crosses to the left edge of the scene	1:o_ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:gb 9:__ 10:__	he then returns to his prior position	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:gb 9:o_ 10:__	finally, he takes the blue hat and puts it on	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:g_ 9:ob 10:__
train-1125	1:__ 2:__ 3:__ 4:pp 5:__ 6:__ 7:__ 8:bp 9:__ 10:__	the man in the black shirt and black hat exits	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:bp 9:__ 10:__	a man in a yellow shirt shows up to the right of the man in the blue shirt and black hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:bp 9:y_ 10:__	the man in the blue shirt gives his black hat to the man in the yellow shirt	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:b_ 9:yp 10:__	the man in the yellow shirt moves to the left of the man in the blue shirt	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:yp 8:b_ 9:__ 10:__	he moves to the left end	1:yp 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:b_ 9:__ 10:__
train-1126	1:__ 2:gb 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:yo 10:__	a person in orange appears on the far left	1:o_ 2:gb 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:yo 10:__	then he moves to the far right	1:__ 2:gb 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:yo 10:o_	then he moves to the right of the person in green	1:__ 2:gb 3:o_ 4:__ 5:__ 6:__ 7:__ 8:__ 9:yo 10:__	he takes the blue hat from the person in green	1:__ 2:g_ 3:ob 4:__ 5:__ 6:__ 7:__ 8:__ 9:yo 10:__	he gives the hat back	1:__ 2:gb 3:o_ 4:__ 5:__ 6:__ 7:__ 8:__ 9:yo 10:__
train-1127	1:__ 2:__ 3:__ 4:gr 5:__ 6:__ 7:__ 8:__ 9:__ 10:po	a man in a yellow shirt arrived and stands on the left of the man in the green shirt and red hat	1:__ 2:__ 3:o_ 4:gr 5:__ 6:__ 7:__ 8:__ 9:__ 10:po	he then moves to the left of the man in the purple shirt and yellow hat	1:__ 2:__ 3:__ 4:gr 5:__ 6:__ 7:__ 8:__ 9:o_ 10:po	he takes his yellow hat	1:__ 2:__ 3:__ 4:gr 5:__ 6:__ 7:__ 8:__ 9:oo 10:p_	he moves one step to the left	1:__ 2:__ 3:__ 4:gr 5:__ 6:__ 7:__ 8:oo 9:__ 10:p_	he returns to the left of the man with the green shirt and red hat	1:__ 2:__ 3:oo 4:gr 5:__ 6:__ 7:__ 8:__ 9:__ 10:p_
train-1128	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:py 9:gp 10:__	a yellow man enters the left end, far from the two men with hats	1:y_ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:py 9:gp 10:__	he ends up moving closer to them, but remains on the left end	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:y_ 8:py 9:gp 10:__	he also transitions to the right end	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:py 9:gp 10:y_	however, he took the hat from the person in a green shirt	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:py 9:g_ 10:yp	the green person distanced himself to the left end, while the other two men remain close to each other	1:g_ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:py 9:__ 10:yp
train-1129	1:yp 2:bp 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	a man in purple shirt shows up next to the man in blue shirt	1:yp 2:bp 3:p_ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	then the purple shirted man gains a purple hat	1:yp 2:b_ 3:pp 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	next, he moves slightly to the right	1:yp 2:b_ 3:__ 4:pp 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	then he moves back to his original position next to the man in the blue shirt	1:yp 2:b_ 3:pp 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	finally, a hatless man in yellow shirt shows up next to the purple shirted man	1:yp 2:b_ 3:pp 4:y_ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
train-1132	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:po 8:__ 9:__ 10:gb	the purple guy disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:gb	the green man moves one spot to the left	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:gb 10:__	then another	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:gb 9:__ 10:__	then he moves to the far left	1:gb 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	a blue man appears next to thim	1:gb 2:b_ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
train-1133	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:rg 8:__ 9:__ 10:ro	a man in a red shirt and yellow hat leaves	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:rg 8:__ 9:__ 10:__	a man in green hat and red shirt moves to the right end	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:rg	he takes a step to the left	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:rg 10:__	he moves to the right end	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:rg	the man disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
train-1134	1:__ 2:__ 3:__ 4:op 5:__ 6:__ 7:__ 8:__ 9:bg 10:__	the orange man disappeared	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:bg 10:__	a red man appeared just left of the blue guy	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:r_ 9:bg 10:__	then he moved one spot left	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:r_ 8:__ 9:bg 10:__	then he moved to the far right	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:bg 10:r_	then he took his neighbor's hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:b_ 10:rg
train-1135	1:__ 2:__ 3:__ 4:__ 5:yg 6:__ 7:__ 8:__ 9:__ 10:bb	the man in blue hat moves left until he is standing directly to the right of the man in green hat	1:__ 2:__ 3:__ 4:__ 5:yg 6:bb 7:__ 8:__ 9:__ 10:__	next the man in blue hat moves slightly to the right	1:__ 2:__ 3:__ 4:__ 5:yg 6:__ 7:bb 8:__ 9:__ 10:__	then he moves left so that he is standing directly to the left of the man in the green hat	1:__ 2:__ 3:__ 4:bb 5:yg 6:__ 7:__ 8:__ 9:__ 10:__	then a hatless man appears on the far right	1:__ 2:__ 3:__ 4:bb 5:yg 6:__ 7:__ 8:__ 9:__ 10:y_	next the man in the blue hat disappears	1:__ 2:__ 3:__ 4:__ 5:yg 6:__ 7:__ 8:__ 9:__ 10:y_
train-1136	1:__ 2:go 3:__ 4:__ 5:__ 6:__ 7:og 8:__ 9:__ 10:__	the person in green disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:og 8:__ 9:__ 10:__	the person in orange moves one space to the left	1:__ 2:__ 3:__ 4:__ 5:__ 6:og 7:__ 8:__ 9:__ 10:__	a person in red appears to the left of him	1:__ 2:__ 3:__ 4:__ 5:r_ 6:og 7:__ 8:__ 9:__ 10:__	he takes the green hat from orange	1:__ 2:__ 3:__ 4:__ 5:rg 6:o_ 7:__ 8:__ 9:__ 10:__	the person in orange moves to the left him	1:__ 2:__ 3:__ 4:o_ 5:rg 6:__ 7:__ 8:__ 9:__ 10:__
train-1137	1:og 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:yr 9:__ 10:__	the man in the green cap moves to the right of the man in the red hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:yr 9:og 10:__	they're joined by a man in a purple shirt and no hat arriving to the left of the man in the red cap	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:p_ 8:yr 9:og 10:__	the newcomer takes the red cap	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:pr 8:y_ 9:og 10:__	the man he took it from steals the green cap from the man next to him	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:pr 8:yg 9:o_ 10:__	that man moves to the far right end	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:pr 8:__ 9:o_ 10:yg
train-1138	1:__ 2:__ 3:__ 4:rb 5:__ 6:__ 7:__ 8:__ 9:__ 10:gg	the person in green disappears	1:__ 2:__ 3:__ 4:rb 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the person in red moves one space to the right	1:__ 2:__ 3:__ 4:__ 5:rb 6:__ 7:__ 8:__ 9:__ 10:__	he then moves to the far left	1:rb 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	then he moves one space to the right	1:__ 2:rb 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	then he moves back	1:rb 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
train-1139	1:__ 2:__ 3:__ 4:__ 5:bo 6:__ 7:__ 8:go 9:__ 10:__	the person with a green shirt leaves	1:__ 2:__ 3:__ 4:__ 5:bo 6:__ 7:__ 8:__ 9:__ 10:__	the person with a blue shirt moves to the far left	1:bo 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the person with the blue shirt moves slightly to the right	1:__ 2:bo 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the person with the blue shirt moves to the far left	1:bo 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the person with the blue shirt moves all the way to the right	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:bo
train-1140	1:__ 2:pg 3:__ 4:__ 5:__ 6:__ 7:oo 8:__ 9:__ 10:__	the person in the purple shirt and green hat takes a step to the right	1:__ 2:__ 3:pg 4:__ 5:__ 6:__ 7:oo 8:__ 9:__ 10:__	he then disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:oo 8:__ 9:__ 10:__	the remaining person moves all the way to the left	1:oo 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	he takes a step to the right	1:__ 2:oo 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	a person wearing a red shirt and no hat appears to his left	1:r_ 2:oo 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
train-1141	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:oy 8:yy 9:__ 10:__	a person with an orange shirt appears on the right end	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:oy 8:yy 9:__ 10:o_	a person in a blue shirt appears to the left of the person with the orange shirt and yellow hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:b_ 7:oy 8:yy 9:__ 10:o_	the person in the orange shirt on the far right moves the the left end	1:o_ 2:__ 3:__ 4:__ 5:__ 6:b_ 7:oy 8:yy 9:__ 10:__	a person in a red shirt appears on the right side	1:o_ 2:__ 3:__ 4:__ 5:__ 6:b_ 7:oy 8:yy 9:__ 10:r_	he moves one over to the left by the person in the yellow shirt and hat	1:o_ 2:__ 3:__ 4:__ 5:__ 6:b_ 7:oy 8:yy 9:r_ 10:__
