1108	1:rp 2:gg 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	a man in a black shirt shows up on the right end	1:rp 2:gg 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:p_
1109	1:ro 2:__ 3:__ 4:__ 5:__ 6:__ 7:bp 8:__ 9:__ 10:__	a man in a red shirt with no hat enters and stands to the right of the man in the blue shirt	1:ro 2:__ 3:__ 4:__ 5:__ 6:__ 7:bp 8:r_ 9:__ 10:__
1111	1:__ 2:__ 3:__ 4:pb 5:gy 6:__ 7:__ 8:__ 9:__ 10:__	the person in green moves to the far right	1:__ 2:__ 3:__ 4:pb 5:__ 6:__ 7:__ 8:__ 9:__ 10:gy
1112	1:__ 2:__ 3:__ 4:rr 5:__ 6:__ 7:__ 8:__ 9:oo 10:__	the person in red disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:oo 10:__
1113	1:__ 2:__ 3:__ 4:__ 5:yr 6:__ 7:oy 8:__ 9:__ 10:__	the person in yellow moves to the far left	1:yr 2:__ 3:__ 4:__ 5:__ 6:__ 7:oy 8:__ 9:__ 10:__
1115	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:ro 8:__ 9:ob 10:__	the man in the blue hat moves to the far left	1:ob 2:__ 3:__ 4:__ 5:__ 6:__ 7:ro 8:__ 9:__ 10:__
1116	1:__ 2:__ 3:__ 4:bo 5:__ 6:__ 7:__ 8:bo 9:__ 10:__	the person on the left moves one space to the left	1:__ 2:__ 3:bo 4:__ 5:__ 6:__ 7:__ 8:bo 9:__ 10:__
1117	1:__ 2:__ 3:__ 4:__ 5:op 6:__ 7:__ 8:__ 9:__ 10:po	the purple man moves to the left of the orange	1:__ 2:__ 3:__ 4:po 5:op 6:__ 7:__ 8:__ 9:__ 10:__
1119	1:__ 2:yo 3:__ 4:__ 5:__ 6:__ 7:po 8:__ 9:__ 10:__	the man in the yellow shirt and orange hat moves to the right end	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:po 8:__ 9:__ 10:yo
1120	1:__ 2:rg 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:oy 10:__	the man in green hat moves to the far left	1:rg 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:oy 10:__
1121	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:ry 9:by 10:__	the guy in the red shirt disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:by 10:__
1122	1:__ 2:po 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:po	a person in a yellow shirt appears closely to the left of the first person wearing a purple shirt	1:y_ 2:po 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:po
1123	1:__ 2:__ 3:yp 4:__ 5:__ 6:__ 7:__ 8:yo 9:__ 10:__	the person in an orange hat moves one space to the left	1:__ 2:__ 3:yp 4:__ 5:__ 6:__ 7:yo 8:__ 9:__ 10:__
1124	1:__ 2:rb 3:__ 4:__ 5:__ 6:__ 7:__ 8:gb 9:__ 10:__	the person wearing the red shirt and blue hat leaves the scene	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:gb 9:__ 10:__
1125	1:__ 2:__ 3:__ 4:pp 5:__ 6:__ 7:__ 8:bp 9:__ 10:__	the man in the black shirt and black hat exits	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:bp 9:__ 10:__
1126	1:__ 2:gb 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:yo 10:__	a person in orange appears on the far left	1:o_ 2:gb 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:yo 10:__
1127	1:__ 2:__ 3:__ 4:gr 5:__ 6:__ 7:__ 8:__ 9:__ 10:po	a man in a yellow shirt arrived and stands on the left of the man in the green shirt and red hat	1:__ 2:__ 3:o_ 4:gr 5:__ 6:__ 7:__ 8:__ 9:__ 10:po
1128	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:py 9:gp 10:__	a yellow man enters the left end, far from the two men with hats	1:y_ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:py 9:gp 10:__
1129	1:yp 2:bp 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	a man in purple shirt shows up next to the man in blue shirt	1:yp 2:bp 3:p_ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
1132	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:po 8:__ 9:__ 10:gb	the purple guy disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:gb
1133	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:rg 8:__ 9:__ 10:ro	a man in a red shirt and yellow hat leaves	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:rg 8:__ 9:__ 10:__
1134	1:__ 2:__ 3:__ 4:op 5:__ 6:__ 7:__ 8:__ 9:bg 10:__	the orange man disappeared	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:bg 10:__
1135	1:__ 2:__ 3:__ 4:__ 5:yg 6:__ 7:__ 8:__ 9:__ 10:bb	the man in blue hat moves left until he is standing directly to the right of the man in green hat	1:__ 2:__ 3:__ 4:__ 5:yg 6:bb 7:__ 8:__ 9:__ 10:__
1136	1:__ 2:go 3:__ 4:__ 5:__ 6:__ 7:og 8:__ 9:__ 10:__	the person in green disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:og 8:__ 9:__ 10:__
1137	1:og 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:yr 9:__ 10:__	the man in the green cap moves to the right of the man in the red hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:yr 9:og 10:__
1138	1:__ 2:__ 3:__ 4:rb 5:__ 6:__ 7:__ 8:__ 9:__ 10:gg	the person in green disappears	1:__ 2:__ 3:__ 4:rb 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
1139	1:__ 2:__ 3:__ 4:__ 5:bo 6:__ 7:__ 8:go 9:__ 10:__	the person with a green shirt leaves	1:__ 2:__ 3:__ 4:__ 5:bo 6:__ 7:__ 8:__ 9:__ 10:__
1140	1:__ 2:pg 3:__ 4:__ 5:__ 6:__ 7:oo 8:__ 9:__ 10:__	the person in the purple shirt and green hat takes a step to the right	1:__ 2:__ 3:pg 4:__ 5:__ 6:__ 7:oo 8:__ 9:__ 10:__
1141	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:oy 8:yy 9:__ 10:__	a person with an orange shirt appears on the right end	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:oy 8:yy 9:__ 10:o_
1143	1:bg 2:__ 3:__ 4:__ 5:__ 6:__ 7:gy 8:__ 9:__ 10:__	the blue guy moves right of the green man	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:gy 8:bg 9:__ 10:__
1144	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:ro 10:go	the person in green disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:ro 10:__
1145	1:ro 2:bo 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	a person in a purple shirt enters and is positioned directly to the right of the person in a blue shirt and orange hat	1:ro 2:bo 3:p_ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
1146	1:__ 2:rg 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:rg	the person on the left moves to the left of the other person so they are side by side	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:rg 10:rg
1147	1:rr 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:gg 9:__ 10:__	two people, one wearing a green shirt at right and one wearing a red shirt at left, are joined by a person wearing a purple shirt at right	1:rr 2:__ 3:__ 4:__ 5:__ 6:__ 7:p_ 8:gg 9:__ 10:__
1148	1:rg 2:__ 3:ob 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the person in the red shirt and green hat leaves	1:__ 2:__ 3:ob 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
1149	1:__ 2:__ 3:__ 4:__ 5:__ 6:yb 7:bg 8:__ 9:__ 10:__	the person in blue moves to the left of the person in yellow	1:__ 2:__ 3:__ 4:__ 5:bg 6:yb 7:__ 8:__ 9:__ 10:__
1150	1:ry 2:__ 3:pb 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the man in the red shirt and yellow hat moves to the right of the man in the black shirt and blue hat	1:__ 2:__ 3:pb 4:ry 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
1152	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:gg 10:by	a person with a green shirt moved to the far left space	1:gg 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:by
1155	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:or 10:yr	the person in yellow with a red hat moves to the left of the person in orange with a red hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:yr 9:or 10:__
1157	1:__ 2:__ 3:__ 4:bp 5:__ 6:__ 7:__ 8:__ 9:bp 10:__	a man in a green shirt and no hat appears to the left of the leftmost person	1:__ 2:__ 3:g_ 4:bp 5:__ 6:__ 7:__ 8:__ 9:bp 10:__
1158	1:pg 2:__ 3:__ 4:__ 5:__ 6:__ 7:gr 8:__ 9:__ 10:__	the person in green moves to the far right	1:pg 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:gr
1159	1:yp 2:__ 3:__ 4:__ 5:__ 6:__ 7:gr 8:__ 9:__ 10:__	the man in the purple hat moves to stand on the right of the man in the red hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:gr 8:yp 9:__ 10:__
1160	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:py 8:yy 9:__ 10:__	the purple guy moved to the far left	1:py 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:yy 9:__ 10:__
1162	1:__ 2:__ 3:__ 4:__ 5:po 6:ro 7:__ 8:__ 9:__ 10:__	the man in the red shirt moves all the way to the left edge	1:ro 2:__ 3:__ 4:__ 5:po 6:__ 7:__ 8:__ 9:__ 10:__
1164	1:__ 2:__ 3:__ 4:__ 5:rr 6:__ 7:__ 8:__ 9:rp 10:__	the person in the red hat moves to the far right	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:rp 10:rr
1165	1:pp 2:__ 3:__ 4:__ 5:yp 6:__ 7:__ 8:__ 9:__ 10:__	the person in purple disappears	1:__ 2:__ 3:__ 4:__ 5:yp 6:__ 7:__ 8:__ 9:__ 10:__
1166	1:__ 2:pp 3:__ 4:br 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the man in the red hat disappears	1:__ 2:pp 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
1167	1:__ 2:__ 3:yg 4:__ 5:__ 6:op 7:__ 8:__ 9:__ 10:__	a blue guy appears on the far right	1:__ 2:__ 3:yg 4:__ 5:__ 6:op 7:__ 8:__ 9:__ 10:b_
1168	1:by 2:__ 3:__ 4:__ 5:go 6:__ 7:__ 8:__ 9:__ 10:__	the person in blue disappears	1:__ 2:__ 3:__ 4:__ 5:go 6:__ 7:__ 8:__ 9:__ 10:__
1169	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:gp 8:__ 9:__ 10:yg	the green guy disappaers	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:yg
1170	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:oo 9:__ 10:ob	the man in orange hat moves right so he is standing directly beside the man in the blue hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:oo 10:ob
1172	1:__ 2:__ 3:yp 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:bb	the blue man moves one spot left	1:__ 2:__ 3:yp 4:__ 5:__ 6:__ 7:__ 8:__ 9:bb 10:__
1174	1:__ 2:__ 3:__ 4:__ 5:op 6:__ 7:__ 8:__ 9:__ 10:rg	the orange guy moved on the far left	1:op 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:rg
1175	1:po 2:__ 3:oo 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the person in orange disappears	1:po 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
1176	1:__ 2:__ 3:__ 4:rr 5:__ 6:__ 7:__ 8:__ 9:__ 10:br	the person in red disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:br
1178	1:__ 2:pg 3:__ 4:__ 5:__ 6:__ 7:yb 8:__ 9:__ 10:__	the person in the yellow shirt and blue hat moves next to the person with the purple shirt and green hat	1:__ 2:pg 3:yb 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
1179	1:__ 2:__ 3:yp 4:__ 5:__ 6:__ 7:__ 8:gy 9:__ 10:__	the person in yellow moves one space to the right	1:__ 2:__ 3:__ 4:yp 5:__ 6:__ 7:__ 8:gy 9:__ 10:__
1180	1:gy 2:__ 3:__ 4:by 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	a man in a blue shirt with no hat appears on the right of the man in the green shirt	1:gy 2:b_ 3:__ 4:by 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
1181	1:og 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:by 10:__	a person in yellow appears next to the person in blue	1:og 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:y_ 9:by 10:__
1182	1:rb 2:or 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the person with the red shirt moves very far to the right	1:__ 2:or 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:rb
1183	1:__ 2:__ 3:op 4:__ 5:__ 6:__ 7:__ 8:__ 9:yg 10:__	the person in yellow moves to the right of the person in orange with a purple hat	1:__ 2:__ 3:op 4:yg 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
1184	1:__ 2:__ 3:__ 4:or 5:__ 6:__ 7:__ 8:ob 9:__ 10:__	the man with the red hat moves closer to the man with a blue hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:or 8:ob 9:__ 10:__
1186	1:gr 2:__ 3:__ 4:__ 5:yg 6:__ 7:__ 8:__ 9:__ 10:__	a man in a purple shirt appears on the right of the man in the green shirt	1:gr 2:p_ 3:__ 4:__ 5:yg 6:__ 7:__ 8:__ 9:__ 10:__
1188	1:__ 2:__ 3:__ 4:__ 5:yr 6:__ 7:op 8:__ 9:__ 10:__	the man with a orange shirt moves to the right end	1:__ 2:__ 3:__ 4:__ 5:yr 6:__ 7:__ 8:__ 9:__ 10:op
1189	1:__ 2:po 3:rb 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	a man in a blue hat and red shirt moves a step to the right	1:__ 2:po 3:__ 4:rb 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
1192	1:__ 2:__ 3:gp 4:__ 5:__ 6:__ 7:pb 8:__ 9:__ 10:__	the person in purple moves to the right of the person in green	1:__ 2:__ 3:gp 4:pb 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
